id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1567853476318953473,1567853476318953473,2022-09-08 09:32:52 -03,2022-09-08,09:32:52,-0300,1492982311184261120,ladycienciamx,Rosa Larrondo,,"Es parte de la vida … déjalos vivir su experiencia.
 #hijoconvalores #libertadresponsable 
#ladyciencia #tipslarrondo #aprendeyemprende #habitos #vivefeliz ##enfermeraempresaria #lee #nuncadejesdeaprender #rosalarrondo #businesswoman https://t.co/enV87utywM",es,[],[],['https://pbs.twimg.com/media/FcIibU9akAAIKhy.jpg'],0,0,0,"['hijoconvalores', 'libertadresponsable', 'ladyciencia', 'tipslarrondo', 'aprendeyemprende', 'habitos', 'vivefeliz', 'enfermeraempresaria', 'lee', 'nuncadejesdeaprender', 'rosalarrondo', 'businesswoman']",[],https://twitter.com/Ladycienciamx/status/1567853476318953473,,,1,https://pbs.twimg.com/media/FcIibU9akAAIKhy.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1564864740324687872,1564864740324687872,2022-08-31 03:36:42 -03,2022-08-31,03:36:42,-0300,1122138974833782786,montezayulissa,Yulissa Lisbeth Hernandez Monteza,,"¿Qué es la libertad para la juventud de ahora y que es para la generación pasada?.Porque para mi es aquella que te hace responsable de tu accionar, sin responsabilidad no hay libertad y sin existe eso se llama libertinaje.#Libertadresponsable",es,[],[],[],0,0,0,['libertadresponsable'],[],https://twitter.com/MontezaYulissa/status/1564864740324687872,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1561519328633229314,1561514867734896640,2022-08-21 22:03:14 -03,2022-08-21,22:03:14,-0300,1087472402303537158,rluraschi1811,TanaManya 💛⚫💛🇺🇾🇮🇹,,"@odaniloretamar Es muy llamativo que en 2020 este gobierno , en bloque, convocara a los uruguayos al ejercicio de la #LibertadResponsable y fue muy acertado. Ante el tema #eutanasia surgen opiniones propias de la caverna. Gente, es la misma #LibertadResponsable ó algo cambió y no me enteré ?",es,['odaniloretamar'],[],[],0,0,1,"['libertadresponsable', 'eutanasia', 'libertadresponsable']",[],https://twitter.com/rluraschi1811/status/1561519328633229314,,,0,,,,,,,,"{'user_id': '3775179502', 'username': 'odaniloretamar'}",,,,
1553891930173542402,1553850285201784835,2022-07-31 20:54:40 -03,2022-07-31,20:54:40,-0300,50428926,pfernandezberi,Pablo Fernández Beri🇺🇾🇺🇦 я українець,,"@elpaisuy 😏 El buque insignia es uno que el @Frente_Amplio nunca entendería: es la #LibertadResponsable!

#EstabaBuenoCambiar, #YoQuieroQueAlUruguayLeVayaBien! https://t.co/y1MSqvwML2",es,"['elpaisuy', 'frente_amplio']",[],['https://pbs.twimg.com/media/FZCIeYOXEAEsD3v.jpg'],0,4,10,"['libertadresponsable', 'estababuenocambiar', 'yoquieroquealuruguaylevayabien']",[],https://twitter.com/PFernandezBeri/status/1553891930173542402,,,1,https://pbs.twimg.com/media/FZCIeYOXEAEsD3v.jpg,,,,,,,"{'user_id': '31459537', 'username': 'elpaisuy'}",,,,
1547759440358567937,1547752170614755328,2022-07-14 22:46:21 -03,2022-07-14,22:46:21,-0300,50428926,pfernandezberi,Pablo Fernández Beri🇺🇾🇺🇦 я українець,,@Pedringonsan 😏 No traigas ideas raras a la tierra de la #LibertadResponsable! 😌,es,['pedringonsan'],[],[],1,0,2,['libertadresponsable'],[],https://twitter.com/PFernandezBeri/status/1547759440358567937,,,0,,,,,,,,"{'user_id': '889289138318573569', 'username': 'Pedringonsan'}",,,,
1546253509431009281,1546253509431009281,2022-07-10 19:02:19 -03,2022-07-10,19:02:19,-0300,1087472402303537158,rluraschi1811,TanaManya 💛⚫💛🇺🇾🇮🇹,,"El asunto no es la antinomia vacuna SI , vacuna NO , cada opcion tendrá sus fundamentos.
El problema es que un juez  coarte, siquiera, la LIBERTAD de esta disyuntiva .
#PatriaPotestad
#LibertadResponsable",es,[],[],[],0,0,0,"['patriapotestad', 'libertadresponsable']",[],https://twitter.com/rluraschi1811/status/1546253509431009281,,https://twitter.com/santotv4/status/1546232227897409538,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1545834112094724099,1296169430209253378,2022-07-09 15:15:47 -03,2022-07-09,15:15:47,-0300,162924912,hachejotamr,HJ,,"@Miltonrechaza Soy uruguayo. En Uruguay nunca hubo cuarentena obligatoria. Nuestro Presidente @LuisLacallePou, el mismo que le recitó #PatriaYVida a Díaz Canel ante todo el mundo, apeló a 1 #LibertadResponsable. Te vacunás si lo creés necesario. Creo que se entiende la diferencia ¿no es cierto?",es,"['miltonrechaza', 'luislacallepou']",[],[],0,0,1,"['patriayvida', 'libertadresponsable']",[],https://twitter.com/hachejotamr/status/1545834112094724099,,,0,,,,,,,,"{'user_id': '162924912', 'username': 'hachejotamr'}",,,,
1545230354960859137,1545061289948430336,2022-07-07 23:16:40 -03,2022-07-07,23:16:40,-0300,50428926,pfernandezberi,Pablo Fernández Beri🇺🇾🇺🇦 я українець,,"@sallelorier Cuál era su propuesta para combatir el #Covid_19: 1) #LibertadResponsable o 2) #CuarentenaObligatoria? ... Ah, cierto que decía que ""no existe"", que era todo un plan de los reptilianos masónico sionistas alien Illuminati 😅 Por qué me sigue? https://t.co/A5hG5lmJjU",es,['sallelorier'],[],[],0,0,0,"['covid_19', 'libertadresponsable', 'cuarentenaobligatoria']",[],https://twitter.com/PFernandezBeri/status/1545230354960859137,,,1,https://pbs.twimg.com/ext_tw_video_thumb/1545230325974024192/pu/img/Ph_2a2_eqCuJfwhP.jpg,,,,,,,"{'user_id': '408786542', 'username': 'sallelorier'}",,,,
1545034328299737089,1545034328299737089,2022-07-07 10:17:43 -03,2022-07-07,10:17:43,-0300,1471901970634059786,saluland,Salud 🕊️,,"Andaluces pedir Tierra y Libertad*
Sea por una Andalucía Libre
Los Pueblos y la Humanidad

💜💜💜💜💜💜
💚💚💚💚💚💚
🤍🤍🤍🤍🤍🤍
💚💚💚💚💚💚
💜💜💜💜💜💜 

* #LibertadResponsable",es,[],[],[],0,0,1,['libertadresponsable'],[],https://twitter.com/Saluland/status/1545034328299737089,,https://twitter.com/_manuelruiz/status/1544928781508419586,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1541764521970335748,1541764521970335748,2022-06-28 09:44:41 -03,2022-06-28,09:44:41,-0300,310225915,charlesdvm,Charles Coubrough 🐴🐮🐑,,"Estimado @AndresOjedaOk Comparto la nota sobre la #LibertadResponsable acuñada por el Presidente, no comparto que la Libertad sea Batllista.
La Libertad es el bien más preciado que tiene el ser humano, indisoluble con la Vida. Es de todos. 
No hay vida sin Libertad🗽 https://t.co/5aniDtP0b4",es,['andresojedaok'],[],['https://pbs.twimg.com/media/FWVyozfXEAAxScU.jpg'],1,1,6,['libertadresponsable'],[],https://twitter.com/CharlesDVM/status/1541764521970335748,,,1,https://pbs.twimg.com/media/FWVyozfXEAAxScU.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1538597011301314560,1538597011301314560,2022-06-19 15:58:07 -03,2022-06-19,15:58:07,-0300,351946021,tono_fontana,José Antonio Fontana,,"https://t.co/plIiFZp85k 
#libertad #liberalismo #milei #libertarios #libertadresponsable",qme,[],['https://libertadresponsable.com/ser-o-aparentar-ser-liberal/'],[],0,0,0,"['libertad', 'liberalismo', 'milei', 'libertarios', 'libertadresponsable']",[],https://twitter.com/tono_fontana/status/1538597011301314560,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1535605748914302976,1534999387784769536,2022-06-11 09:51:55 -03,2022-06-11,09:51:55,-0300,50428926,pfernandezberi,Pablo Fernández Beri🇺🇾🇺🇦 я українець,,"@leosarro @Frente_Amplio La grieta está entre la #LibertadResponsable y #ElPaloEnLaRueda!

#StopGrietaUruguay!",es,"['leosarro', 'frente_amplio']",[],[],0,2,2,"['libertadresponsable', 'elpaloenlarueda', 'stopgrietauruguay']",[],https://twitter.com/PFernandezBeri/status/1535605748914302976,,,0,,,,,,,,"{'user_id': '50428926', 'username': 'PFernandezBeri'}",,,,
1533884977980506113,1533877598031425536,2022-06-06 15:54:11 -03,2022-06-06,15:54:11,-0300,403802054,henrynoboaa,Henry Noboa A,,"@LuisLacallePou Es pertinente elevar los protocolos #COVID19 con efectividad.
Por el devenir y el trabajo no olvidemos la #LibertadResponsable.
#Uruguay",es,['luislacallepou'],[],[],0,0,0,"['covid19', 'libertadresponsable', 'uruguay']",[],https://twitter.com/HenryNoboaA/status/1533884977980506113,,,0,,,,,,,,"{'user_id': '189861728', 'username': 'LuisLacallePou'}",,,,
1532008938811572224,1532008938811572224,2022-06-01 11:39:29 -03,2022-06-01,11:39:29,-0300,1521899361717919746,cesarfl35926084,CESAR FLORES,,"Feliz Martes ,y no te olvides podes agarrarte una pulmonia chupando frio o prender las estufas y quedar empeñado hasta el 2030 ! #LibertadResponsable con #ElPeorGobiernoDeLaHistoria 
 la Culinaria para hoy : ¨Sopa de Piedras ¨ https://t.co/oz1NelPDZ2",es,[],[],['https://pbs.twimg.com/media/FULJirQWAAM954k.jpg'],0,0,1,"['libertadresponsable', 'elpeorgobiernodelahistoria']",[],https://twitter.com/CESARFL35926084/status/1532008938811572224,,,1,https://pbs.twimg.com/media/FULJirQWAAM954k.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1528438230697140224,1528438230697140224,2022-05-22 15:10:45 -03,2022-05-22,15:10:45,-0300,2804056257,fernandorod_uy,🇺🇾🏳️👉 FERNANDO RODRÍGUEZ,,"👉 #LibertadResponsable dijo el #PresidenteLacalle y anda todo el mundo SIN TAPABOCAS‼️
La gente se enferma, se gastan recursos en los hospitales, faltan los funcionarios públicos, las empresas se quedan sin Personal y el BPS gasta $$$ innecesariamente por subsidio por enfermedad",es,[],[],[],1,1,5,"['libertadresponsable', 'presidentelacalle']",[],https://twitter.com/FernandoROD_UY/status/1528438230697140224,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1527333385483735040,1527333385483735040,2022-05-19 14:00:30 -03,2022-05-19,14:00:30,-0300,403802054,henrynoboaa,Henry Noboa A,,"🇺🇾#Ecuador @LassoGuillermo 🇪🇨#Uruguay @LuisLacallePou @UruguayEcuador @MRREE_Uruguay @TurismoEc 
El sueño se hizo realidad y así el Atlántico y Pacífico se unifican en un abrazo de fraternidad. Con #LibertadResponsable #JuntosLoLogramos, eterna gratitud☀️✨🕊
#DiplomaciaActiva",es,"['lassoguillermo', 'luislacallepou', 'uruguayecuador', 'mrree_uruguay', 'turismoec']",[],[],0,0,0,"['ecuador', 'uruguay', 'libertadresponsable', 'juntoslologramos', 'diplomaciaactiva']",[],https://twitter.com/HenryNoboaA/status/1527333385483735040,,https://twitter.com/EmbajadaEcuURY/status/1527308197219794944,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1525901350713929730,1525901350713929730,2022-05-15 15:10:06 -03,2022-05-15,15:10:06,-0300,403802054,henrynoboaa,Henry Noboa A,,"@LuisLacallePou Presidente de la #LibertadResponsable.
Cc. @ONU_es @UN @pnud @antonioguterres @USAenEspanol #Uruguay",es,"['luislacallepou', 'onu_es', 'un', 'pnud', 'antonioguterres', 'usaenespanol']",[],[],0,0,0,"['libertadresponsable', 'uruguay']",[],https://twitter.com/HenryNoboaA/status/1525901350713929730,,https://twitter.com/compresidencia/status/1525899396268707840,0,,,,,,,,"{'user_id': '189861728', 'username': 'LuisLacallePou'}",,,,
1525650717012131840,1525598576855900162,2022-05-14 22:34:10 -03,2022-05-14,22:34:10,-0300,2362903020,omarsenande,Omar Senande 🇺🇾 🌱,,"@helenachelle Por aquí, muy cerca ... hay dos familias en cuarenta 🤷‍♂️
#LibertadResponsable 
Al que le toca, que se maneje...😐",es,['helenachelle'],[],[],1,1,10,['libertadresponsable'],[],https://twitter.com/OmarSenande/status/1525650717012131840,,,0,,,,,,,,"{'user_id': '45922145', 'username': 'helenachelle'}",,,,
1521994579460825089,1521994579460825089,2022-05-04 20:25:59 -03,2022-05-04,20:25:59,-0300,79131411,sgrundberger,Sebastian Grundberger,,Invitad@s estan! Conozcan el gran trabajo de @dasupervielle sobre la #LibertadResponsable,es,['dasupervielle'],[],[],0,1,6,['libertadresponsable'],[],https://twitter.com/sgrundberger/status/1521994579460825089,,https://twitter.com/kasmontevideo/status/1521994124202848257,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1519455570851364865,1519455570851364865,2022-04-27 20:16:52 -03,2022-04-27,20:16:52,-0300,4231149496,juventudtucuman,Dirección de Juventudes de Tucumán,,🗓️Hoy junto a nuestro Director Prof. @cristianxarroyo dimos inicio al espacio grupal #LibertadResponsable 🙋🏻 y en éste primer encuentro trabajamos sobre las normas de convivencia del grupo 🙌🏼😃 https://t.co/TUUL4DoW1d,es,['cristianxarroyo'],[],['https://pbs.twimg.com/media/FRYwya1WQAMxvCv.jpg'],1,1,7,['libertadresponsable'],[],https://twitter.com/JuventudTucuman/status/1519455570851364865,,,1,https://pbs.twimg.com/media/FRYwya1WQAMxvCv.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1516878378736963591,1516875743808077825,2022-04-20 17:36:02 -03,2022-04-20,17:36:02,-0300,403802054,henrynoboaa,Henry Noboa A,,"@LassoGuillermo El #CódigoDeÉtica fecundará las semillas de prosperidad y confianza en #Ecuador ,toda la región como el mundo.
Con la #LibertadResponsable de @LuisLacallePou en plena pandemia #COVID19 aprendimos ejemplarmente #Uruguay el poder de los valores en una sociedad.
Muchas Gracias",es,"['lassoguillermo', 'luislacallepou']",[],[],0,0,0,"['códigodeética', 'ecuador', 'libertadresponsable', 'covid19', 'uruguay']",[],https://twitter.com/HenryNoboaA/status/1516878378736963591,,,0,,,,,,,,"{'user_id': '300390462', 'username': 'LassoGuillermo'}",,,,
1516487165408075779,1516487165408075779,2022-04-19 15:41:29 -03,2022-04-19,15:41:29,-0300,403802054,henrynoboaa,Henry Noboa A,,"#Uruguay🇪🇨🇺🇾 #Ecuador
@LuisLacallePou @LassoGuillermo @juancaholguin @MRREE_Uruguay @unescomvdo @ONU_es @antonioguterres Al fin con #LibertadResponsable se unificaron el Pacífico y Atlántico en un saludo de prosperidad para nuestra región #JuntosLoLogramos 
Muchas gracias ⚜️🕊⚜️ https://t.co/0WZevd29DW",es,"['luislacallepou', 'lassoguillermo', 'juancaholguin', 'mrree_uruguay', 'unescomvdo', 'onu_es', 'antonioguterres']",[],[],0,0,0,"['uruguay', 'ecuador', 'libertadresponsable', 'juntoslologramos']",[],https://twitter.com/HenryNoboaA/status/1516487165408075779,,,1,https://pbs.twimg.com/ext_tw_video_thumb/1516487132491223044/pu/img/zRQ87NSfth0yL_xw.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1513263001494687745,1513263001494687745,2022-04-10 18:09:49 -03,2022-04-10,18:09:49,-0300,1191757070,marceloandr6,Marcelo André,,En  nuestro país se encaró la pandemia con responsabilidad y capacidad científica. #libertadresponsable,es,[],[],[],0,0,0,['libertadresponsable'],[],https://twitter.com/MarceloAndr6/status/1513263001494687745,,https://twitter.com/Dr_Julio_Medina/status/1513155551370551301,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1512571650650394631,1512571403660247040,2022-04-08 20:22:38 -03,2022-04-08,20:22:38,-0300,1369462947207057412,vlyofdespair,elVlyo,,@petecopetaca_ #libertadresponsable,qme,['petecopetaca_'],[],[],1,0,0,['libertadresponsable'],[],https://twitter.com/vlyofdespair/status/1512571650650394631,,,0,,,,,,,,"{'user_id': '1451644790764888064', 'username': 'petecopetaca_'}",,,,
1512364148004433927,1512364148004433927,2022-04-08 06:38:05 -03,2022-04-08,06:38:05,-0300,328016001,elcarmense,Hugo Lima,,"Cómo siempre dando mal el mensaje...primero fue lo de #libertadresponsable, ahora la ""recomendación"" del uso del tapabocas...el mensaje siempre debió decir #cuidemosalotro.
Con líderes ""tuertos"" es mucho pedirles que imiten otras culturas...seguimos cayendo dentro del ombligo",es,[],[],[],0,1,2,"['libertadresponsable', 'cuidemosalotro']",[],https://twitter.com/elcarmense/status/1512364148004433927,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1511069231953195011,1511069231953195011,2022-04-04 16:52:33 -03,2022-04-04,16:52:33,-0300,1087472402303537158,rluraschi1811,TanaManya 💛⚫💛🇺🇾🇮🇹,,"Cuánto trabajo, cuánto compromiso, cuántos desafíos y por sobre todo, #libertadresponsable , pudimos !!!  👏👏👏
Mil gracias @LuisLacallePou @DrDanielSalinas 🙏🙏🙏🇺🇾 https://t.co/LU03yshGcr",es,"['luislacallepou', 'drdanielsalinas']",['https://twitter.com/TelenocheUy/status/1511068333197647885'],[],0,0,0,['libertadresponsable'],[],https://twitter.com/rluraschi1811/status/1511069231953195011,,0,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1507022382040420353,1507022382040420353,2022-03-24 12:51:49 -03,2022-03-24,12:51:49,-0300,1105220768194023425,danilo300975,Danilo Surkov,,así que al final van a matar al mensajero. #LibertadResponsable,es,[],[],[],1,0,3,['libertadresponsable'],[],https://twitter.com/Danilo300975/status/1507022382040420353,,https://twitter.com/BUSQUEDAonline/status/1506941403380736006,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1503066533303504897,1503034624485859335,2022-03-13 14:52:41 -03,2022-03-13,14:52:41,-0300,1087472402303537158,rluraschi1811,TanaManya 💛⚫💛🇺🇾🇮🇹,,"@Xtinook - 0 contagio,
- 0 cuarentena, 
- varios hisopados ( TODOS por viajes) 
- 4 dosis , 0 efectos secundarios
- vida, casi , normal . Soy un tanto antisocial , con ó sin pandemia 

Mi familia, igual , blindados ! ⛔

#libertadresponsable",es,['xtinook'],[],[],0,0,1,['libertadresponsable'],[],https://twitter.com/rluraschi1811/status/1503066533303504897,,,0,,,,,,,,"{'user_id': '1471938314382966787', 'username': 'Xtinook'}",,,,
1496519706869735432,1496519706869735432,2022-02-23 13:17:56 -03,2022-02-23,13:17:56,-0300,138901097,ojedamjuanpablo,Juan Pablo Ojeda Monia 😁,,"Es necesario la defensa de vida... Creo firmemente en la #LibertadResponsable, el aborto es un crimen https://t.co/V8XkPEETtl",es,[],[],['https://pbs.twimg.com/media/FMS0msOX0Agq39U.jpg'],0,0,0,['libertadresponsable'],[],https://twitter.com/OjedaMJuanPablo/status/1496519706869735432,,,1,https://pbs.twimg.com/media/FMS0msOX0Agq39U.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1495568147830624256,1495568147830624256,2022-02-20 22:16:47 -03,2022-02-20,22:16:47,-0300,1423179114,mipapaeratrosko,turca,,"con la misma ropa q fui al yale ayer y a trabajar hoy, en la puerta de mmbox esperando q mi hermano salga de la matine #LibertadResponsable",es,[],[],[],0,0,6,['libertadresponsable'],[],https://twitter.com/mipapaeratrosko/status/1495568147830624256,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1494338810825490450,1494338810825490450,2022-02-17 12:51:50 -03,2022-02-17,12:51:50,-0300,421409501,annervictoriano,A N N E R ™,,"Recuerde: levantamiento de restricciones, no es libertinaje.

#LibertadResponsable",es,[],[],[],0,0,0,['libertadresponsable'],[],https://twitter.com/annervictoriano/status/1494338810825490450,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1489207432635113476,1489207432635113476,2022-02-03 09:01:34 -03,2022-02-03,09:01:34,-0300,831135924377550849,nttdatalatam,NTT DATA LATAM,,"En NTT DATA creemos por encima de todo en las personas y en su desarrollo integral, apostamos por el mejor talento y conseguimos un alto rendimiento profesional al crear un contexto de #LibertadResponsable. 
👉🏼 https://t.co/s78sBt9sdu
#NTTDATAColombia https://t.co/aacipiZRTk",es,[],['https://co.nttdata.com/'],['https://pbs.twimg.com/media/FKq6RJ3WUAEfGlr.jpg'],0,0,3,"['libertadresponsable', 'nttdatacolombia']",[],https://twitter.com/nttdatalatam/status/1489207432635113476,,,1,https://pbs.twimg.com/media/FKq6RJ3WUAEfGlr.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1487968915137482753,1487920488256978947,2022-01-30 23:00:09 -03,2022-01-30,23:00:09,-0300,162924912,hachejotamr,HJ,,"@tengountigre Hay mas gente en los CTI que en los tablados.
¡Si será complicado el tema!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
La política sanitaria es:
#LibertadResponsable
#votaNOderogar para seguir siendo dueño de tu vida y no el Estado.",es,['tengountigre'],[],[],0,0,7,"['libertadresponsable', 'votanoderogar']",[],https://twitter.com/hachejotamr/status/1487968915137482753,,,0,,,,,,,,"{'user_id': '1361675141323902976', 'username': 'tengountigre'}",,,,
1487518696692142081,1486129470767464450,2022-01-29 17:11:08 -03,2022-01-29,17:11:08,-0300,705704191,cheelias30,Elias Magallanes,,"@DFelipeduran @mariocolman Y por ello, sigo sin obsesión por parte de algunos uruguayos, por un lado, tergiversar la realidad y, por otro lado, obstinarse en bloquear una y otra vez la ronda del diálogo. Después queremos derogar no afecta ni perjudica a nadie la LUC #libertadresponsable
#HABLAMEDECENSURA",es,"['dfelipeduran', 'mariocolman']",[],[],0,0,3,"['libertadresponsable', 'hablamedecensura']",[],https://twitter.com/cheelias30/status/1487518696692142081,,,0,,,,,,,,"{'user_id': '577569028', 'username': 'DFelipeduran'}",,,,
