id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,sentiment,sentiment_probs,emotion,emotion_probs
1393190602574008321,1393190602574008321,2021-05-14 10:04:58 -03,2021-05-14,10:04:58,-300,859061186,dulceincoherent,CHINI 💗 (◔◡◔),,"#LIBERTADRESPONSABLE
(ARREGLENSE COMO PUEDAN)

#MENTIRA 

#CUIDATE (SOS RESPONSABLE DE LO QUE TE PASE)

#ESTADO AUSENTE 

#VACUNATE O TE VACUNAMOS EL SUELDO .

#CRISISHUMANITARIA

#URUGUAY. 😒",es,[],[],[],0,0,0,"['libertadresponsable', 'mentira', 'cuidate', 'estado', 'vacunate', 'crisishumanitaria', 'uruguay']",[],https://twitter.com/DulceIncoherent/status/1393190602574008321,,https://twitter.com/CSiculi/status/1393025820873142280,0,,,,,,,,"{'user_id': None, 'username': None}",,,,,NEG,"{'NEG': 0.9962260723114014, 'NEU': 0.0032246725168079138, 'POS': 0.0005492803757078946}",anger,"{'others': 0.03210493549704552, 'joy': 0.002958902856335044, 'sadness': 0.008949747309088707, 'anger': 0.8428499102592468, 'surprise': 0.0021217267494648695, 'disgust': 0.10675644129514694, 'fear': 0.004258221946656704}"
1392772494004740099,1392623306617073664,2021-05-13 06:23:33 -03,2021-05-13,06:23:33,-300,269548218,cris60otegui,Cris Otegui,,"@cupertina54 @brm59 #GobiernoPresente #LibertadResponsable , que varios no la tienen.",es,"['cupertina54', 'brm59']",[],[],1,0,0,"['gobiernopresente', 'libertadresponsable']",[],https://twitter.com/Cris60Otegui/status/1392772494004740099,,,0,,,,,,,,"{'user_id': '153584865', 'username': 'cupertina54'}",,,,,NEU,"{'NEG': 0.39656659960746765, 'NEU': 0.5790781378746033, 'POS': 0.024355290457606316}",others,"{'others': 0.8622305989265442, 'joy': 0.007248252630233765, 'sadness': 0.00996034312993288, 'anger': 0.07932568341493607, 'surprise': 0.011368772946298122, 'disgust': 0.018840346485376358, 'fear': 0.011026072315871716}"
1392634943067627523,1392634943067627523,2021-05-12 21:16:58 -03,2021-05-12,21:16:58,-300,1112928952069378048,letelierarce,CarlosArceLetelier,,"@msaludpy llegamos a los 3.441 internados y de esos 600 en UTI y vacunas ya casi no quedan¡¡¡¡¡
Lo único que nos queda ante la ineficacia del gobierno es cuidarnos. 
#LibertadResponsable",es,['msaludpy'],[],[],0,0,0,['libertadresponsable'],[],https://twitter.com/LetelierArce/status/1392634943067627523,,,0,,,,,,,,"{'user_id': '368430511', 'username': 'msaludpy'}",,,,,NEG,"{'NEG': 0.843461275100708, 'NEU': 0.1477796584367752, 'POS': 0.008759114891290665}",anger,"{'others': 0.16610956192016602, 'joy': 0.0602557398378849, 'sadness': 0.05187061429023743, 'anger': 0.648216724395752, 'surprise': 0.016741162165999413, 'disgust': 0.04979883134365082, 'fear': 0.0070073665119707584}"
1392213816138686465,1392213816138686465,2021-05-11 17:23:34 -03,2021-05-11,17:23:34,-300,289228483,mikihoyos,Miguel Angel Martín,,"Agradable día en Alcalá de Henares, con mi madre ya vacunada (2 dosis) y mi hermana (a falta de la 2a). Al ""jovenzuelo"" aún no le pincharon. Feliz sobre todo x mamá, hace tiempo q no salía de su barrio y la mujer lo ha disfrutado #LibertadResponsable (lo de Ayuso es un desmadre) https://t.co/e8EmsoolpM",es,[],[],['https://pbs.twimg.com/media/E1Ii70_WEAIGO1v.jpg'],6,20,55,['libertadresponsable'],[],https://twitter.com/mikihoyos/status/1392213816138686465,,,1,https://pbs.twimg.com/media/E1Ii70_WEAIGO1v.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,,POS,"{'NEG': 0.002406868152320385, 'NEU': 0.011067993938922882, 'POS': 0.9865251779556274}",joy,"{'others': 0.006459308788180351, 'joy': 0.9884849786758423, 'sadness': 0.0009194031008519232, 'anger': 0.0007559353252872825, 'surprise': 0.0024788198061287403, 'disgust': 0.0005659316084347665, 'fear': 0.00033565127523615956}"
1392094970144768004,1392094970144768004,2021-05-11 09:31:19 -03,2021-05-11,09:31:19,-300,1158486482,smilecass2001,cassandra sicre,,"Cuando rockeas por dentro y por fuera ! 

#spring #rockandroll #leggingsaddict #katrina #calavera #watercolorprint #madeinspain🇪🇸 #libertadresponsable #mascarillasreutilizables https://t.co/fUBuCV5sXj",es,[],['https://www.instagram.com/p/COu5W-bj3Ff/?igshid=1f1gqoersfn60'],[],0,1,1,"['spring', 'rockandroll', 'leggingsaddict', 'katrina', 'calavera', 'watercolorprint', 'madeinspain', 'libertadresponsable', 'mascarillasreutilizables']",[],https://twitter.com/smilecass2001/status/1392094970144768004,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,,NEU,"{'NEG': 0.016895560547709465, 'NEU': 0.8694647550582886, 'POS': 0.113639697432518}",joy,"{'others': 0.15438993275165558, 'joy': 0.826777994632721, 'sadness': 0.00351586751639843, 'anger': 0.005512704141438007, 'surprise': 0.005881025455892086, 'disgust': 0.0027298766653984785, 'fear': 0.0011925994185730815}"
1391706206801178626,1391706206801178626,2021-05-10 07:46:31 -03,2021-05-10,07:46:31,-300,338009391,juanparesiste,Juanpa ☬,,#libertadresponsable #ElPeorGobiernoDeLaHistoria #coronavirusuruguay,qht,[],[],[],0,0,0,"['libertadresponsable', 'elpeorgobiernodelahistoria', 'coronavirusuruguay']",[],https://twitter.com/juanparesiste/status/1391706206801178626,,https://twitter.com/DailyQuino/status/1391705071235125249,0,,,,,,,,"{'user_id': None, 'username': None}",,,,,NEG,"{'NEG': 0.9963332414627075, 'NEU': 0.002550363540649414, 'POS': 0.0011163484305143356}",anger,"{'others': 0.10716044902801514, 'joy': 0.01833369955420494, 'sadness': 0.012189694680273533, 'anger': 0.7043036818504333, 'surprise': 0.011316168121993542, 'disgust': 0.13867107033729553, 'fear': 0.008025252260267735}"
1391565859857092610,1391565859857092610,2021-05-09 22:28:49 -03,2021-05-09,22:28:49,-300,792233472,taniadelche,Tania del Che,,La #LibertadResponsable del #PerillasInepto,es,[],[],[],1,0,1,"['libertadresponsable', 'perillasinepto']",[],https://twitter.com/taniadelche/status/1391565859857092610,,https://twitter.com/CoallaGonzalo/status/1391552195544420357,0,,,,,,,,"{'user_id': None, 'username': None}",,,,,NEG,"{'NEG': 0.88658207654953, 'NEU': 0.10766220837831497, 'POS': 0.005755734164267778}",anger,"{'others': 0.23572328686714172, 'joy': 0.009448636323213577, 'sadness': 0.008342082612216473, 'anger': 0.6008233428001404, 'surprise': 0.025059249252080917, 'disgust': 0.11315707862377167, 'fear': 0.0074462019838392735}"
1391378494396026887,1391378494396026887,2021-05-09 10:04:18 -03,2021-05-09,10:04:18,-300,153584865,cupertina54,Ma.Cris🇺🇾🕊🌱,,"#LibertadResponsable
#GobiernoParaOligarcas
#ElPeorGobiernoDeLaHistoria 
#ElPeorPresidenteDeLaHistoria 
@MSPUruguay  así se podía?",es,['mspuruguay'],[],[],0,0,0,"['libertadresponsable', 'gobiernoparaoligarcas', 'elpeorgobiernodelahistoria', 'elpeorpresidentedelahistoria']",[],https://twitter.com/cupertina54/status/1391378494396026887,,https://twitter.com/raquel_da/status/1391225922867634177,0,,,,,,,,"{'user_id': None, 'username': None}",,,,,NEG,"{'NEG': 0.9980529546737671, 'NEU': 0.0013203617418184876, 'POS': 0.0006266641430556774}",others,"{'others': 0.601153552532196, 'joy': 0.04103889316320419, 'sadness': 0.0070304423570632935, 'anger': 0.20504821836948395, 'surprise': 0.06758665293455124, 'disgust': 0.07253837585449219, 'fear': 0.005603813100606203}"
1391252112777093120,1391252112777093120,2021-05-09 01:42:06 -03,2021-05-09,01:42:06,-300,161729363,florenciapaz05,Flor Paz 🦋,,"Libertad responsable con dinero el día previo al ""día de la madre""  somos Uruguayos todo a último momento. #libertadResponsable 
#COVIDー19 #Nopasanada",es,[],[],[],0,0,0,"['libertadresponsable', 'covidー19', 'nopasanada']",[],https://twitter.com/florenciapaz05/status/1391252112777093120,,https://twitter.com/AleSpuntone/status/1391214394575663104,0,,,,,,,,"{'user_id': None, 'username': None}",,,,,NEG,"{'NEG': 0.7895280718803406, 'NEU': 0.20481674373149872, 'POS': 0.0056551056914031506}",others,"{'others': 0.9269335865974426, 'joy': 0.01915196143090725, 'sadness': 0.0073774512857198715, 'anger': 0.030035225674510002, 'surprise': 0.007704953197389841, 'disgust': 0.0071565224789083, 'fear': 0.0016404110938310623}"
1391223226676744194,1391135184251232257,2021-05-08 23:47:19 -03,2021-05-08,23:47:19,-300,1242547860,martinomodey,MARTINOMODEY,,"@igalvar71 Llegó hasta el Forum la pandemia, maldito seas Covid . .....  #libertadresponsable",es,['igalvar71'],[],[],0,0,0,['libertadresponsable'],[],https://twitter.com/martinomodey/status/1391223226676744194,,,0,,,,,,,,"{'user_id': '535877103', 'username': 'igalvar71'}",,,,,NEG,"{'NEG': 0.9981797933578491, 'NEU': 0.0009559700847603381, 'POS': 0.0008642468019388616}",anger,"{'others': 0.03307197615504265, 'joy': 0.004946200642734766, 'sadness': 0.005225297994911671, 'anger': 0.8819183707237244, 'surprise': 0.004964046645909548, 'disgust': 0.06630363315343857, 'fear': 0.0035704919137060642}"
1391129364817920001,1391119598594973700,2021-05-08 17:34:21 -03,2021-05-08,17:34:21,-300,1170091274,gesupalmiero,Gesu,,"@WolffWaldo @carlavizzotti Encima @SantiCafiero dijo en @clarincom  'Cuando Larreta no cumple, lo que ocurre es lo que vemos en las terapias intensivas de la Ciudad' No entienden nada! #CABA cuida y respalda la #LibertadResponsable que bien la sabemos. Ni el ejemplo dan! Podría ir al Congreso no? Al menos",es,"['wolffwaldo', 'carlavizzotti', 'clarincom']",[],[],0,2,3,"['caba', 'libertadresponsable']",[],https://twitter.com/GesuPalmiero/status/1391129364817920001,,,0,,,,,,,,"{'user_id': '1864835456', 'username': 'WolffWaldo'}",,,,,NEG,"{'NEG': 0.9935019612312317, 'NEU': 0.005567451938986778, 'POS': 0.0009305876446887851}",anger,"{'others': 0.20423750579357147, 'joy': 0.005231217946857214, 'sadness': 0.01289086788892746, 'anger': 0.6616361737251282, 'surprise': 0.011073443107306957, 'disgust': 0.0988990068435669, 'fear': 0.006031738594174385}"
1391126676499742720,1391125441356910599,2021-05-08 17:23:40 -03,2021-05-08,17:23:40,-300,1170091274,gesupalmiero,Gesu,,"@clarincom Mentiroso @SantiCafiero , Usted no hace nada! @horaciorlarreta cumple en #CABA y de la Pcia. vienen todos a Capital x testeos o atención.Ustedes nos quieren quitar la #LibertadResponsable que bien ya sabemos cómo actuar! #BastaDeMentiras La Libertad No se negocia! Responsabilidad",es,"['clarincom', 'horaciorlarreta']",[],[],0,4,37,"['caba', 'libertadresponsable', 'bastadementiras']",[],https://twitter.com/GesuPalmiero/status/1391126676499742720,,,0,,,,,,,,"{'user_id': '8105922', 'username': 'clarincom'}",,,,,NEG,"{'NEG': 0.9934811592102051, 'NEU': 0.005443043075501919, 'POS': 0.0010758063290268183}",anger,"{'others': 0.01637045294046402, 'joy': 0.005205876659601927, 'sadness': 0.006067648064345121, 'anger': 0.8913398385047913, 'surprise': 0.0017077837837859988, 'disgust': 0.07697056233882904, 'fear': 0.002337821526452899}"
1390848793843838979,1390139391167840256,2021-05-07 22:59:27 -03,2021-05-07,22:59:27,-300,1082378309072289793,alex51533624,Don Ramon mas recargado que nunca,,@raquel_da Uff siempre lo mismo. Es claro. Tus padres que fuman te dice que no fumes que hace mal. Hace lo que quieras y bancate las consecuencias. En esto es lo mismo #libertadresponsable,es,['raquel_da'],[],[],0,0,1,['libertadresponsable'],[],https://twitter.com/Alex51533624/status/1390848793843838979,,,0,,,,,,,,"{'user_id': '289641286', 'username': 'raquel_da'}",,,,,NEG,"{'NEG': 0.9958311915397644, 'NEU': 0.003230991307646036, 'POS': 0.0009378397953696549}",anger,"{'others': 0.21503065526485443, 'joy': 0.006298343650996685, 'sadness': 0.02187146246433258, 'anger': 0.6013367772102356, 'surprise': 0.010147142224013805, 'disgust': 0.13606788218021393, 'fear': 0.009247747249901295}"
1390817575538409472,1390817575538409472,2021-05-07 20:55:24 -03,2021-05-07,20:55:24,-300,1172977412025593856,butplayed,Lebron's Mom,,#LibertadResponsable,qht,[],[],[],1,0,2,['libertadresponsable'],[],https://twitter.com/ButPlayed/status/1390817575538409472,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,,NEU,"{'NEG': 0.1583048552274704, 'NEU': 0.6158024072647095, 'POS': 0.22589273750782013}",others,"{'others': 0.536791980266571, 'joy': 0.16291333734989166, 'sadness': 0.0710805356502533, 'anger': 0.051049377769231796, 'surprise': 0.10610012710094452, 'disgust': 0.04074845463037491, 'fear': 0.03131614252924919}"
1390764617958404098,1390741274337103874,2021-05-07 17:24:58 -03,2021-05-07,17:24:58,-300,1382303957557653507,muertesuy,MuertesEvitablesPorCovidUy,,"@mafgaleano Lamentablemente es la #LibertadResponsable de nuestro presidente.
Datos: del 1 al 31 de marzo 366 fallecimientos por covid; del 1 al 6 de mayo 356.
Y el gobierno? cri, cri...",es,['mafgaleano'],[],[],0,0,0,['libertadresponsable'],[],https://twitter.com/MuertesUy/status/1390764617958404098,,,0,,,,,,,,"{'user_id': '162176313', 'username': 'mafgaleano'}",,,,,NEG,"{'NEG': 0.9976884126663208, 'NEU': 0.0019840134773403406, 'POS': 0.00032756177824921906}",anger,"{'others': 0.15475931763648987, 'joy': 0.0040097786113619804, 'sadness': 0.19171960651874542, 'anger': 0.5184206962585449, 'surprise': 0.007536508142948151, 'disgust': 0.1090243011713028, 'fear': 0.014529881998896599}"
1390698523520290817,1390698523520290817,2021-05-07 13:02:20 -03,2021-05-07,13:02:20,-300,27290145,rrsoca,Ricardo Soca,,"Los tres países del mundo en peor situación, con relación a nuevos contactos por día, según Our World in Data.
#LibertadResponsable https://t.co/3F6kMnDaez",es,[],[],['https://pbs.twimg.com/media/E0zApIyX0AMxvRs.png'],0,2,2,['libertadresponsable'],[],https://twitter.com/rrsoca/status/1390698523520290817,,,1,https://pbs.twimg.com/media/E0zApIyX0AMxvRs.png,,,,,,,"{'user_id': None, 'username': None}",,,,,NEG,"{'NEG': 0.5363871455192566, 'NEU': 0.4577377140522003, 'POS': 0.005875134374946356}",others,"{'others': 0.9715065360069275, 'joy': 0.004330512136220932, 'sadness': 0.006725839339196682, 'anger': 0.002945417771115899, 'surprise': 0.008474647998809814, 'disgust': 0.001866182778030634, 'fear': 0.004150835797190666}"
1390620420466937858,1390620420466937858,2021-05-07 07:51:59 -03,2021-05-07,07:51:59,-300,1112928952069378048,letelierarce,CarlosArceLetelier,,"#Viernes  que te quiero Viernes ¡¡¡¡¡
A disfrutar del #finde con #libertadresponsable y no con leyes autoritarias.",es,[],[],[],0,0,1,"['viernes', 'finde', 'libertadresponsable']",[],https://twitter.com/LetelierArce/status/1390620420466937858,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,,POS,"{'NEG': 0.002007555216550827, 'NEU': 0.028280435130000114, 'POS': 0.9697120189666748}",joy,"{'others': 0.00983134564012289, 'joy': 0.9852407574653625, 'sadness': 0.0003996988816652447, 'anger': 0.0008653815602883697, 'surprise': 0.0026918482035398483, 'disgust': 0.0005863651167601347, 'fear': 0.00038467030390165746}"
1390517533040648198,1390517533040648198,2021-05-07 01:03:09 -03,2021-05-07,01:03:09,-300,1211044005149937664,jose_luis968,José Luis,,"#libertadResponsable 
Para que sirve? 
Gracias @elchueco67 https://t.co/4jx1vB87D4",es,['elchueco67'],[],[],0,0,0,['libertadresponsable'],[],https://twitter.com/jose_luis968/status/1390517533040648198,,,1,https://pbs.twimg.com/ext_tw_video_thumb/1390517473431195649/pu/img/S_lon_2-aCx0o24C.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,,NEU,"{'NEG': 0.029622768983244896, 'NEU': 0.9323232173919678, 'POS': 0.03805398568511009}",others,"{'others': 0.5609755516052246, 'joy': 0.42046916484832764, 'sadness': 0.0014176568947732449, 'anger': 0.0032347014639526606, 'surprise': 0.010991711169481277, 'disgust': 0.0017485737334936857, 'fear': 0.0011627268977463245}"
1390370735487660036,1390369613700026368,2021-05-06 15:19:49 -03,2021-05-06,15:19:49,-300,403802054,henrynoboaa,Henry Noboa A,,"@Estabocaesmia12 @LuisLacallePou @teledoce No hagan eso con la opinión pública y menos cuando la marca país que va diferenciando a #Uruguay de los demás países del mundo con la valiosa construcción conceptual de la #LibertadResponsable 
No tienen autoridad moral sólo 1 curul de🎁",es,"['estabocaesmia12', 'luislacallepou', 'teledoce']",[],[],1,0,0,"['uruguay', 'libertadresponsable']",[],https://twitter.com/HenryNoboaA/status/1390370735487660036,,,0,,,,,,,,"{'user_id': '403802054', 'username': 'HenryNoboaA'}",,,,,NEG,"{'NEG': 0.9975546002388, 'NEU': 0.0018380068941041827, 'POS': 0.0006074209813959897}",anger,"{'others': 0.1359974890947342, 'joy': 0.0032185735180974007, 'sadness': 0.013155345804989338, 'anger': 0.7348365783691406, 'surprise': 0.003079118672758341, 'disgust': 0.10530436784029007, 'fear': 0.004408411215990782}"
